Ticket Id,Subject,Description,Category,Sub Category,Status,Priority,Created Time,Resolved Time,Group,Requester Name,Department,Location
HR-40026,Payslip not available for June,Payslip not available for June. Employee raised via HR portal.,Payroll & Compensation,,Closed,P4 - Low,28/08/2025 12:45,30/08/2025 00:20,Benefits Team,Employee 5953,Quality,HQ
HR-40036,Payslip not available for June,Payslip not available for June. Employee raised via HR portal.,Payroll & Compensation,,Resolved,P3 - Medium,20/07/2025 18:03,21/07/2025 14:18,HR Helpdesk,Employee 2836,Field Sales,Plant B
HR-40136,PF transfer status,PF transfer status. Employee raised via HR portal.,PF/Investment/Tax,,Closed,P3 - Medium,26/07/2025 16:48,09/08/2025 02:09,Benefits Team,Employee 3140,IT,HQ
HR-40230,Experience certificate request,Experience certificate request. Employee raised via HR portal.,Letters & Certificates,,Closed,P2 - High,17/08/2025 22:54,22/08/2025 17:24,HR Helpdesk,Employee 6250,Quality,Plant A
HR-40150,Tax declaration window reopen request,Tax declaration window reopen request. Employee raised via HR portal.,PF/Investment/Tax,,Closed,P3 - Medium,29/08/2025 19:58,01/09/2025 05:23,HR Helpdesk,Employee 3838,IT,Region North
HR-40264,Name correction in HR system,Name correction in HR system. Employee raised via HR portal.,Employee Data Updates,,Closed,P4 - Low,06/09/2025 20:42,10/09/2025 06:52,Benefits Team,Employee 3570,R&D,Region North
HR-40057,Salary component query,Salary component query. Employee raised via HR portal.,Payroll & Compensation,,Resolved,P2 - High,15/07/2025 23:05,19/07/2025 12:06,Benefits Team,Employee 7541,IT,HQ
HR-40195,Add dependent to insurance policy,Add dependent to insurance policy. Employee raised via HR portal.,Benefits & Medical Insurance,,Closed,P3 - Medium,11/07/2025 14:49,13/07/2025 09:08,Payroll Team,Employee 4203,R&D,Region South
HR-40316,HR app login not working,HR app login not working. Employee raised via HR portal.,HR App/Tech Support,,Closed,P2 - High,16/07/2025 17:20,17/07/2025 10:50,Benefits Team,Employee 9611,HR,Region North
HR-40140,PF transfer status,PF transfer status. Employee raised via HR portal.,PF/Investment/Tax,,Open,P4 - Low,25/07/2025 21:38,,HR Helpdesk,Employee 3904,Manufacturing,Region West
HR-40283,Onboarding documents upload failing,Onboarding documents upload failing. Employee raised via HR portal.,Onboarding & Offboarding,,Resolved,P2 - High,16/09/2025 20:06,18/09/2025 04:28,Benefits Team,Employee 7095,Quality,Plant A
HR-40112,Attendance regularization pending manager approval,Attendance regularization pending manager approval. Employee raised via HR portal.,Attendance & Leave,,Closed,P4 - Low,13/08/2025 14:14,18/08/2025 05:12,HR Helpdesk,Employee 2311,Finance,Region South
HR-40278,Onboarding documents upload failing,Onboarding documents upload failing. Employee raised via HR portal.,Onboarding & Offboarding,,Closed,P4 - Low,14/07/2025 07:18,14/07/2025 22:35,HR Helpdesk,Employee 1619,Manufacturing,Plant A
HR-40314,HR app login not working,HR app login not working. Employee raised via HR portal.,HR App/Tech Support,,On Hold,P3 - Medium,28/08/2025 10:18,,Payroll Team,Employee 9855,Supply Chain,HQ
HR-40114,Attendance regularization pending manager approval,Attendance regularization pending manager approval. Employee raised via HR portal.,Attendance & Leave,,Open,P2 - High,02/09/2025 05:12,,Benefits Team,Employee 5313,Marketing,HQ
HR-40011,Payslip not available for June,Payslip not available for June. Employee raised via HR portal.,Payroll & Compensation,,Resolved,P2 - High,31/07/2025 18:13,02/08/2025 00:44,Payroll Team,Employee 5072,Quality,Region North
HR-40098,Attendance regularization pending manager approval,Attendance regularization pending manager approval. Employee raised via HR portal.,Attendance & Leave,,Resolved,P3 - Medium,16/07/2025 00:43,22/07/2025 05:53,HR Helpdesk,Employee 7854,Supply Chain,Region South
HR-40254,Name correction in HR system,Name correction in HR system. Employee raised via HR portal.,Employee Data Updates,,Resolved,P2 - High,10/08/2025 20:21,17/08/2025 03:48,Payroll Team,Employee 9668,HR,Plant A
HR-40302,HR app login not working,HR app login not working. Employee raised via HR portal.,HR App/Tech Support,,On Hold,P3 - Medium,31/08/2025 18:18,,Payroll Team,Employee 7748,Finance,Plant B
HR-40295,ID card reissue,ID card reissue. Employee raised via HR portal.,ID Cards & Access,,Closed,P3 - Medium,16/09/2025 13:09,20/09/2025 15:03,Benefits Team,Employee 9206,Supply Chain,Region South
HR-40005,Payslip not available for June,Payslip not available for June. Employee raised via HR portal.,Payroll & Compensation,,Closed,P4 - Low,18/09/2025 09:52,19/09/2025 09:49,HR Helpdesk,Employee 5811,Quality,Plant A
HR-40004,Payslip not available for June,Payslip not available for June. Employee raised via HR portal.,Payroll & Compensation,,Closed,P3 - Medium,06/08/2025 11:18,09/08/2025 07:52,Benefits Team,Employee 1643,Regulatory Affairs,Plant A
HR-40247,Bank account update for salary credit,Bank account update for salary credit. Employee raised via HR portal.,Employee Data Updates,,Closed,P2 - High,11/08/2025 03:49,13/08/2025 14:35,Payroll Team,Employee 5566,HR,HQ
HR-40207,Employment letter for visa application,Employment letter for visa application. Employee raised via HR portal.,Letters & Certificates,,Closed,P4 - Low,01/07/2025 01:23,04/07/2025 05:58,Benefits Team,Employee 2437,HR,Plant B
HR-40074,Leave balance incorrect after regularization,Leave balance incorrect after regularization. Employee raised via HR portal.,Attendance & Leave,,Closed,P3 - Medium,19/09/2025 22:13,21/09/2025 05:33,Benefits Team,Employee 4017,Supply Chain,Region North
HR-40306,HR app login not working,HR app login not working. Employee raised via HR portal.,HR App/Tech Support,,Resolved,P2 - High,27/09/2025 23:09,28/09/2025 12:30,Payroll Team,Employee 4257,Marketing,Region South
HR-40080,Leave balance incorrect after regularization,Leave balance incorrect after regularization. Employee raised via HR portal.,Attendance & Leave,,Closed,P2 - High,06/09/2025 20:30,09/09/2025 00:59,Benefits Team,Employee 6158,Quality,Region North
HR-40113,Attendance regularization pending manager approval,Attendance regularization pending manager approval. Employee raised via HR portal.,Attendance & Leave,,Closed,P2 - High,22/07/2025 15:49,28/07/2025 14:45,HR Helpdesk,Employee 5936,Finance,Region South
HR-40282,Onboarding documents upload failing,Onboarding documents upload failing. Employee raised via HR portal.,Onboarding & Offboarding,,Closed,P3 - Medium,21/08/2025 03:00,22/08/2025 12:43,HR Helpdesk,Employee 7008,Manufacturing,Region South
HR-40001,Payslip not available for June,Payslip not available for June. Employee raised via HR portal.,Payroll & Compensation,,Closed,P4 - Low,27/09/2025 22:16,30/09/2025 09:39,Benefits Team,Employee 2702,R&D,Plant B
HR-40068,Leave balance incorrect after regularization,Leave balance incorrect after regularization. Employee raised via HR portal.,Attendance & Leave,,Closed,P2 - High,18/08/2025 21:42,21/08/2025 12:06,Payroll Team,Employee 4083,R&D,Plant B
HR-40131,PF transfer status,PF transfer status. Employee raised via HR portal.,PF/Investment/Tax,,Resolved,P4 - Low,13/09/2025 09:12,24/09/2025 16:46,HR Helpdesk,Employee 4977,Field Sales,Plant A
HR-40219,Experience certificate request,Experience certificate request. Employee raised via HR portal.,Letters & Certificates,,Closed,P3 - Medium,31/08/2025 20:41,02/09/2025 07:30,HR Helpdesk,Employee 6457,Quality,Region South
HR-40164,Medical insurance card not received,Medical insurance card not received. Employee raised via HR portal.,Benefits & Medical Insurance,,Closed,P2 - High,16/07/2025 14:50,25/07/2025 15:16,Payroll Team,Employee 7629,Manufacturing,HQ
HR-40201,Employment letter for visa application,Employment letter for visa application. Employee raised via HR portal.,Letters & Certificates,,Closed,P4 - Low,14/08/2025 16:56,16/08/2025 13:32,Benefits Team,Employee 5019,Manufacturing,Region North
HR-40144,Tax declaration window reopen request,Tax declaration window reopen request. Employee raised via HR portal.,PF/Investment/Tax,,Closed,P2 - High,31/07/2025 13:53,03/08/2025 13:15,Benefits Team,Employee 4024,Regulatory Affairs,Region West
HR-40134,PF transfer status,PF transfer status. Employee raised via HR portal.,PF/Investment/Tax,,Open,P3 - Medium,20/07/2025 21:03,,HR Helpdesk,Employee 2053,Marketing,Plant B
HR-40184,Add dependent to insurance policy,Add dependent to insurance policy. Employee raised via HR portal.,Benefits & Medical Insurance,,Resolved,P4 - Low,08/07/2025 06:30,12/07/2025 04:12,Benefits Team,Employee 4037,Supply Chain,Plant A
HR-40188,Add dependent to insurance policy,Add dependent to insurance policy. Employee raised via HR portal.,Benefits & Medical Insurance,,Resolved,P3 - Medium,04/07/2025 18:10,11/07/2025 16:50,Payroll Team,Employee 6959,IT,Region North
HR-40197,Employment letter for visa application,Employment letter for visa application. Employee raised via HR portal.,Letters & Certificates,,Open,P2 - High,27/08/2025 14:49,,HR Helpdesk,Employee 8970,Field Sales,Region South
HR-40102,Attendance regularization pending manager approval,Attendance regularization pending manager approval. Employee raised via HR portal.,Attendance & Leave,,Resolved,P4 - Low,13/08/2025 03:55,16/08/2025 14:02,Benefits Team,Employee 3892,Supply Chain,Region North
HR-40280,Onboarding documents upload failing,Onboarding documents upload failing. Employee raised via HR portal.,Onboarding & Offboarding,,Closed,P2 - High,14/09/2025 20:44,16/09/2025 16:46,Benefits Team,Employee 9241,IT,Plant A
HR-40066,Leave balance incorrect after regularization,Leave balance incorrect after regularization. Employee raised via HR portal.,Attendance & Leave,,Open,P2 - High,24/08/2025 00:23,,Payroll Team,Employee 1019,Marketing,Region South
HR-40223,Experience certificate request,Experience certificate request. Employee raised via HR portal.,Letters & Certificates,,Closed,P4 - Low,26/09/2025 01:17,29/09/2025 02:30,Benefits Team,Employee 6671,Marketing,Plant A
HR-40299,ID card reissue,ID card reissue. Employee raised via HR portal.,ID Cards & Access,,Closed,P2 - High,28/09/2025 05:59,30/09/2025 03:35,HR Helpdesk,Employee 4486,Quality,Region North
HR-40009,Payslip not available for June,Payslip not available for June. Employee raised via HR portal.,Payroll & Compensation,,Closed,P3 - Medium,18/09/2025 02:02,21/09/2025 01:21,Benefits Team,Employee 2922,Quality,Plant A
HR-40083,Leave balance incorrect after regularization,Leave balance incorrect after regularization. Employee raised via HR portal.,Attendance & Leave,,On Hold,P4 - Low,13/08/2025 12:31,,Benefits Team,Employee 8548,Field Sales,Region South
HR-40250,Bank account update for salary credit,Bank account update for salary credit. Employee raised via HR portal.,Employee Data Updates,,Closed,P3 - Medium,01/08/2025 14:43,04/08/2025 03:51,Benefits Team,Employee 6617,Field Sales,Plant B
HR-40095,Attendance regularization pending manager approval,Attendance regularization pending manager approval. Employee raised via HR portal.,Attendance & Leave,,Closed,P3 - Medium,16/09/2025 10:26,17/09/2025 19:49,Payroll Team,Employee 3651,Field Sales,HQ
HR-40061,Leave balance incorrect after regularization,Leave balance incorrect after regularization. Employee raised via HR portal.,Attendance & Leave,,Closed,P3 - Medium,14/09/2025 16:52,17/09/2025 12:41,Payroll Team,Employee 8689,R&D,HQ
HR-40088,Leave balance incorrect after regularization,Leave balance incorrect after regularization. Employee raised via HR portal.,Attendance & Leave,,Closed,P2 - High,16/09/2025 09:03,17/09/2025 09:18,Payroll Team,Employee 4116,R&D,Plant A
HR-40319,Reimbursement claim rejected without reason,Reimbursement claim rejected without reason. Employee raised via HR portal.,Reimbursements & Expenses,,Closed,P2 - High,13/07/2025 00:51,15/07/2025 23:31,Benefits Team,Employee 2214,Supply Chain,Plant A
HR-40241,Bank account update for salary credit,Bank account update for salary credit. Employee raised via HR portal.,Employee Data Updates,,Open,P2 - High,07/09/2025 06:27,,HR Helpdesk,Employee 5503,Field Sales,Region North
HR-40266,Name correction in HR system,Name correction in HR system. Employee raised via HR portal.,Employee Data Updates,,Closed,P4 - Low,28/08/2025 21:44,03/09/2025 12:54,Payroll Team,Employee 9556,HR,Region West
HR-40175,Medical insurance card not received,Medical insurance card not received. Employee raised via HR portal.,Benefits & Medical Insurance,,Resolved,P3 - Medium,21/07/2025 07:38,26/07/2025 07:01,Payroll Team,Employee 3062,Finance,Region North
HR-40312,HR app login not working,HR app login not working. Employee raised via HR portal.,HR App/Tech Support,,Resolved,P2 - High,01/07/2025 23:25,02/07/2025 08:27,HR Helpdesk,Employee 3293,Manufacturing,HQ
HR-40209,Employment letter for visa application,Employment letter for visa application. Employee raised via HR portal.,Letters & Certificates,,Closed,P3 - Medium,25/09/2025 00:01,27/09/2025 14:37,Benefits Team,Employee 6927,Marketing,Region West
HR-40210,Employment letter for visa application,Employment letter for visa application. Employee raised via HR portal.,Letters & Certificates,,Closed,P3 - Medium,02/09/2025 23:25,06/09/2025 22:38,Payroll Team,Employee 7862,R&D,Plant B
HR-40258,Name correction in HR system,Name correction in HR system. Employee raised via HR portal.,Employee Data Updates,,Resolved,P2 - High,14/08/2025 12:39,16/08/2025 01:45,Payroll Team,Employee 3636,Regulatory Affairs,Region West
HR-40297,ID card reissue,ID card reissue. Employee raised via HR portal.,ID Cards & Access,,Closed,P2 - High,30/08/2025 05:21,02/09/2025 09:54,Payroll Team,Employee 4101,Finance,Plant B
HR-40094,Attendance regularization pending manager approval,Attendance regularization pending manager approval. Employee raised via HR portal.,Attendance & Leave,,Closed,P2 - High,03/09/2025 02:18,05/09/2025 11:59,Benefits Team,Employee 2932,Marketing,Region West
HR-40092,Leave balance incorrect after regularization,Leave balance incorrect after regularization. Employee raised via HR portal.,Attendance & Leave,,Closed,P4 - Low,10/09/2025 13:57,13/09/2025 11:28,Payroll Team,Employee 4479,HR,Plant A
HR-40279,Onboarding documents upload failing,Onboarding documents upload failing. Employee raised via HR portal.,Onboarding & Offboarding,,Closed,P2 - High,23/07/2025 10:07,24/07/2025 07:36,Payroll Team,Employee 6268,Quality,Region South
HR-40167,Medical insurance card not received,Medical insurance card not received. Employee raised via HR portal.,Benefits & Medical Insurance,,Closed,P2 - High,10/09/2025 21:07,17/09/2025 02:22,Payroll Team,Employee 1795,IT,HQ
HR-40127,PF transfer status,PF transfer status. Employee raised via HR portal.,PF/Investment/Tax,,Closed,P2 - High,25/07/2025 03:54,06/08/2025 18:30,HR Helpdesk,Employee 8591,IT,Region North
HR-40256,Name correction in HR system,Name correction in HR system. Employee raised via HR portal.,Employee Data Updates,,On Hold,P2 - High,11/07/2025 22:41,,HR Helpdesk,Employee 9652,Field Sales,Region West
HR-40213,Employment letter for visa application,Employment letter for visa application. Employee raised via HR portal.,Letters & Certificates,,On Hold,P3 - Medium,21/08/2025 18:53,,HR Helpdesk,Employee 2395,IT,HQ
HR-40135,PF transfer status,PF transfer status. Employee raised via HR portal.,PF/Investment/Tax,,Closed,P4 - Low,07/08/2025 00:04,12/08/2025 00:27,Benefits Team,Employee 1319,Manufacturing,Region North
HR-40121,PF transfer status,PF transfer status. Employee raised via HR portal.,PF/Investment/Tax,,Closed,P4 - Low,18/07/2025 09:50,26/07/2025 23:49,HR Helpdesk,Employee 7519,Manufacturing,Plant A
HR-40048,Salary component query,Salary component query. Employee raised via HR portal.,Payroll & Compensation,,Closed,P2 - High,08/08/2025 07:22,10/08/2025 02:58,Benefits Team,Employee 4078,Finance,Plant A
HR-40267,Name correction in HR system,Name correction in HR system. Employee raised via HR portal.,Employee Data Updates,,Resolved,P3 - Medium,06/08/2025 04:57,08/08/2025 18:13,HR Helpdesk,Employee 5377,HR,HQ
HR-40154,Tax declaration window reopen request,Tax declaration window reopen request. Employee raised via HR portal.,PF/Investment/Tax,,Resolved,P4 - Low,18/09/2025 00:19,22/09/2025 18:59,Benefits Team,Employee 1931,Supply Chain,Plant B
HR-40165,Medical insurance card not received,Medical insurance card not received. Employee raised via HR portal.,Benefits & Medical Insurance,,Closed,P3 - Medium,21/08/2025 16:29,25/08/2025 07:09,Payroll Team,Employee 8726,R&D,Region West
HR-40132,PF transfer status,PF transfer status. Employee raised via HR portal.,PF/Investment/Tax,,Closed,P4 - Low,23/08/2025 11:53,31/08/2025 17:24,HR Helpdesk,Employee 6553,R&D,Region North
HR-40292,ID card reissue,ID card reissue. Employee raised via HR portal.,ID Cards & Access,,Closed,P3 - Medium,06/08/2025 15:25,10/08/2025 00:31,Payroll Team,Employee 2487,Marketing,HQ
HR-40139,PF transfer status,PF transfer status. Employee raised via HR portal.,PF/Investment/Tax,,Closed,P4 - Low,01/08/2025 13:24,11/08/2025 14:37,HR Helpdesk,Employee 1732,Manufacturing,Plant B
HR-40257,Name correction in HR system,Name correction in HR system. Employee raised via HR portal.,Employee Data Updates,,On Hold,P3 - Medium,15/08/2025 21:28,,Benefits Team,Employee 6324,R&D,Plant B
HR-40039,Salary component query,Salary component query. Employee raised via HR portal.,Payroll & Compensation,,Closed,P2 - High,14/07/2025 12:35,16/07/2025 08:25,HR Helpdesk,Employee 3858,Marketing,Plant A
HR-40285,Onboarding documents upload failing,Onboarding documents upload failing. Employee raised via HR portal.,Onboarding & Offboarding,,Closed,P4 - Low,19/08/2025 08:20,20/08/2025 21:45,Benefits Team,Employee 1716,Marketing,HQ
HR-40214,Employment letter for visa application,Employment letter for visa application. Employee raised via HR portal.,Letters & Certificates,,Closed,P4 - Low,08/07/2025 07:40,10/07/2025 23:31,HR Helpdesk,Employee 6249,Finance,Plant B
HR-40294,ID card reissue,ID card reissue. Employee raised via HR portal.,ID Cards & Access,,Open,P3 - Medium,29/07/2025 23:23,,HR Helpdesk,Employee 8401,Manufacturing,Plant A
HR-40301,HR app login not working,HR app login not working. Employee raised via HR portal.,HR App/Tech Support,,Closed,P4 - Low,03/08/2025 01:19,03/08/2025 08:15,HR Helpdesk,Employee 3941,Field Sales,Region North
HR-40182,Add dependent to insurance policy,Add dependent to insurance policy. Employee raised via HR portal.,Benefits & Medical Insurance,,Closed,P2 - High,13/07/2025 00:14,16/07/2025 05:38,Payroll Team,Employee 4396,R&D,Region South
HR-40035,Payslip not available for June,Payslip not available for June. Employee raised via HR portal.,Payroll & Compensation,,Closed,P2 - High,18/07/2025 00:54,20/07/2025 06:56,HR Helpdesk,Employee 5712,Field Sales,Region West
HR-40233,Bank account update for salary credit,Bank account update for salary credit. Employee raised via HR portal.,Employee Data Updates,,Resolved,P4 - Low,17/09/2025 09:02,19/09/2025 02:07,HR Helpdesk,Employee 6498,IT,Region West
HR-40180,Medical insurance card not received,Medical insurance card not received. Employee raised via HR portal.,Benefits & Medical Insurance,,Resolved,P4 - Low,18/08/2025 00:53,25/08/2025 17:32,HR Helpdesk,Employee 3530,Finance,Plant A
HR-40193,Add dependent to insurance policy,Add dependent to insurance policy. Employee raised via HR portal.,Benefits & Medical Insurance,,Closed,P2 - High,23/09/2025 22:54,26/09/2025 03:07,Payroll Team,Employee 8394,Finance,Region North
HR-40246,Bank account update for salary credit,Bank account update for salary credit. Employee raised via HR portal.,Employee Data Updates,,Closed,P2 - High,30/08/2025 04:36,31/08/2025 21:15,HR Helpdesk,Employee 7727,Quality,HQ
HR-40317,Reimbursement claim rejected without reason,Reimbursement claim rejected without reason. Employee raised via HR portal.,Reimbursements & Expenses,,Resolved,P3 - Medium,06/08/2025 09:21,11/08/2025 12:03,Payroll Team,Employee 2072,Field Sales,HQ
HR-40028,Payslip not available for June,Payslip not available for June. Employee raised via HR portal.,Payroll & Compensation,,Closed,P3 - Medium,08/09/2025 00:18,09/09/2025 00:35,Benefits Team,Employee 4437,IT,Region West
HR-40029,Payslip not available for June,Payslip not available for June. Employee raised via HR portal.,Payroll & Compensation,,On Hold,P4 - Low,12/09/2025 11:49,,Payroll Team,Employee 5021,Manufacturing,HQ
HR-40215,Employment letter for visa application,Employment letter for visa application. Employee raised via HR portal.,Letters & Certificates,,Resolved,P2 - High,07/08/2025 03:48,09/08/2025 03:28,HR Helpdesk,Employee 1759,Manufacturing,Plant A
HR-40187,Add dependent to insurance policy,Add dependent to insurance policy. Employee raised via HR portal.,Benefits & Medical Insurance,,Open,P4 - Low,16/09/2025 04:21,,HR Helpdesk,Employee 1977,R&D,Region North
HR-40324,Reimbursement claim rejected without reason,Reimbursement claim rejected without reason. Employee raised via HR portal.,Reimbursements & Expenses,,Closed,P2 - High,20/07/2025 08:27,23/07/2025 10:53,Benefits Team,Employee 1050,R&D,HQ
HR-40263,Name correction in HR system,Name correction in HR system. Employee raised via HR portal.,Employee Data Updates,,Closed,P3 - Medium,15/08/2025 15:14,21/08/2025 17:02,HR Helpdesk,Employee 4323,Marketing,Region West
HR-40177,Medical insurance card not received,Medical insurance card not received. Employee raised via HR portal.,Benefits & Medical Insurance,,Closed,P2 - High,17/07/2025 04:11,22/07/2025 17:40,Payroll Team,Employee 3309,R&D,Plant A
HR-40077,Leave balance incorrect after regularization,Leave balance incorrect after regularization. Employee raised via HR portal.,Attendance & Leave,,Open,P4 - Low,13/07/2025 07:48,,Payroll Team,Employee 1418,Marketing,Region South
HR-40049,Salary component query,Salary component query. Employee raised via HR portal.,Payroll & Compensation,,Closed,P4 - Low,22/08/2025 15:31,24/08/2025 19:27,Payroll Team,Employee 7081,Field Sales,Plant B
HR-40326,Reimbursement claim rejected without reason,Reimbursement claim rejected without reason. Employee raised via HR portal.,Reimbursements & Expenses,,Closed,P2 - High,07/09/2025 18:45,14/09/2025 01:53,HR Helpdesk,Employee 3415,Regulatory Affairs,Plant B
HR-40015,Payslip not available for June,Payslip not available for June. Employee raised via HR portal.,Payroll & Compensation,,Closed,P2 - High,03/09/2025 18:03,04/09/2025 11:43,Payroll Team,Employee 4430,Supply Chain,Plant B
HR-40069,Leave balance incorrect after regularization,Leave balance incorrect after regularization. Employee raised via HR portal.,Attendance & Leave,,Closed,P2 - High,25/08/2025 08:27,25/08/2025 19:46,HR Helpdesk,Employee 1750,IT,HQ
HR-40220,Experience certificate request,Experience certificate request. Employee raised via HR portal.,Letters & Certificates,,Resolved,P3 - Medium,17/07/2025 07:43,21/07/2025 21:09,HR Helpdesk,Employee 8334,Marketing,Region South
HR-40022,Payslip not available for June,Payslip not available for June. Employee raised via HR portal.,Payroll & Compensation,,Closed,P3 - Medium,18/08/2025 09:33,20/08/2025 21:20,Benefits Team,Employee 2342,Quality,Region South
HR-40023,Payslip not available for June,Payslip not available for June. Employee raised via HR portal.,Payroll & Compensation,,Open,P2 - High,27/07/2025 05:25,,Benefits Team,Employee 5435,IT,Plant B
HR-40073,Leave balance incorrect after regularization,Leave balance incorrect after regularization. Employee raised via HR portal.,Attendance & Leave,,On Hold,P4 - Low,07/07/2025 11:58,,HR Helpdesk,Employee 5934,Quality,Region North
HR-40067,Leave balance incorrect after regularization,Leave balance incorrect after regularization. Employee raised via HR portal.,Attendance & Leave,,On Hold,P2 - High,16/08/2025 12:06,,HR Helpdesk,Employee 5169,IT,Region South
HR-40111,Attendance regularization pending manager approval,Attendance regularization pending manager approval. Employee raised via HR portal.,Attendance & Leave,,Closed,P2 - High,29/07/2025 19:13,31/07/2025 10:16,HR Helpdesk,Employee 6873,Marketing,Plant B
HR-40143,Tax declaration window reopen request,Tax declaration window reopen request. Employee raised via HR portal.,PF/Investment/Tax,,Closed,P4 - Low,11/08/2025 05:14,12/08/2025 14:04,Benefits Team,Employee 7982,R&D,Plant B
HR-40255,Name correction in HR system,Name correction in HR system. Employee raised via HR portal.,Employee Data Updates,,On Hold,P4 - Low,15/07/2025 07:56,,Benefits Team,Employee 9758,HR,Region North
HR-40243,Bank account update for salary credit,Bank account update for salary credit. Employee raised via HR portal.,Employee Data Updates,,Closed,P2 - High,20/09/2025 02:56,21/09/2025 04:47,Payroll Team,Employee 2488,Supply Chain,Region South
HR-40199,Employment letter for visa application,Employment letter for visa application. Employee raised via HR portal.,Letters & Certificates,,Closed,P2 - High,09/09/2025 04:23,11/09/2025 05:35,Benefits Team,Employee 9564,Supply Chain,Region West
HR-40091,Leave balance incorrect after regularization,Leave balance incorrect after regularization. Employee raised via HR portal.,Attendance & Leave,,Closed,P4 - Low,15/09/2025 13:55,17/09/2025 20:28,Payroll Team,Employee 1495,IT,Plant B
